rank,standard_code,standard_text
1,1.P.CP.1.c,"Contribute to discussions and shared projects by offering ideas, listening to the ideas of others, and providing feedback. (I/C)"
2,1.P.CP.1.d,"Work with others to discuss topics, investigate questions, solve problems, and explore and create texts. (I/C)"
3,1.P.EICC.4.c,"Generate ideas for content by assessing prior knowledge, gathering information from texts, and engaging in discussions with others. (C)"
4,1.P.EICC.1.e,"Participate in a community of readers and writers by developing group norms, discussing texts, sharing individual writing, listening as others share their writing, and offering and responding to feedback. (I/C)"
5,1.L.V.1.a,"Acquire and apply general, academic, and specialized vocabulary words and phrases through grade-level texts and content. (I)"
6,1.L.GC.2.a,"Distinguish between complete and incomplete simple sentences, and identify the sentence type (i.e., declarative, imperative, interrogative, and exclamatory). (I)"
7,1.P.EICC.2.b,"Make use of texts to build knowledge, develop skills, make informed decisions, and share information and ideas. (I/C)"
8,1.P.ST.1.a,"Use prior knowledge, formal or informal research, and discussions with others to identify the key components of context that are most relevant. (I/C)"
9,1.T.RA.1.a,Ask questions about topics of interest for research. (I)
10,1.T.RA.1.c,Share relevant and accurate information through a variety of different modes. (C)
11,1.P.CP.2.d,Engage in dialogue with audiences by asking and answering questions. (I/C)
12,1.P.EICC.2.c,Explain and learn concepts and processes by interpreting and constructing texts. (I/C)
13,1.P.CP.1.a,Arrive to group discussions and collaborative meetings prepared to be an active participant in the work. (I/C)
14,1.P.EICC.3.g,Determine the meanings of unfamiliar words and concepts by applying knowledge of context and of academic vocabulary and word parts. (I)
15,1.P.CP.1.b,"Collaborate with others to determine group norms, establish goals and procedures, and facilitate productivity when working on shared projects. (I/C)"
16,1.P.EICC.3.e,Make and track predictions about the events and information likely to come next. (I)
17,1.F.P.2.a,"Decode regularly spelled one-syllable words with a variety of spelling patterns (VC, CV, CVC, CVCe, VCC, CCVC, CVCC, CVVC, CCVCC), including high-frequency words."
18,1.F.P.2.c,"Decode one-syllable nonsense words with a variety of spelling patterns (VC, CV, CVC, CVCe, VCC, CCVC, CVCC, CVVC, CCVCC)."
19,1.T.RA.1.b,"Work collaboratively or individually to conduct research on a shared or personal topic of interest by gathering and organizing information from provided sources (including print, digital, and personal communication) using graphic organizers or other support aids. (I)"
20,1.L.V.3.b,Identify the relationship between words and their synonyms and antonyms. (I)
21,1.L.V.2.a,"Identify frequently occurring root words (e.g., look) and inflectional endings used to form and comprehend new words (e.g., looks, looked, looking). (I)"
22,1.P.EICC.1.b,"Discuss or write about personal and academic reading and writing preferences, referring to specific techniques, topics, modes, and genres that resonate most. (I/C)"
23,1.P.EICC.3.d,Summarize and visualize sections of the text to maintain understanding. (I)
24,1.T.C.1.c,"Create texts in teacher-selected modes (e.g., print, digital, auditory, and/or visual). (C)"
25,1.T.T.4.a,"Identify and describe poetic techniques used to craft texts, including rhyme, alliteration, and repeated lines. (I)"
26,1.P.ST.2.a,"Develop and apply knowledge of author, audience, and context to discern and establish the purpose of texts being interpreted or constructed and to evaluate the extent to which those texts achieve those purposes. (I/C)"
27,1.L.GC.2.d,"With adult support, use adjectives or adverbs to add details or clarify meaning. (C)"
28,1.L.V.1.b,"Use grade-level general, academic, and specialized vocabulary words and phrases to communicate in a variety of settings. (C)"
29,1.L.V.3.a,Use context within and beyond a sentence to determine or clarify the meaning of unknown and multiple-meaning words and phrases. (I)
30,1.L.V.3.d,"With teacher support, use a picture dictionary or digital resource to clarify the meaning of unknown words and phrases. (I)"
31,1.P.EICC.2.a,Share real or imagined experiences by interpreting and constructing texts that tell or include stories. (I/C)
32,1.P.EICC.2.d,Interpret and construct texts to aid the analysis and evaluation of texts and ideas. (I/C)
33,1.P.EICC.3.a,"Establish a purpose and set goals for reading, monitor comprehension, and adjust as needed. (I)"
34,1.L.V.3.c,"Distinguish shades of meaning among verbs that describe the same general action (e.g., walk, march, strut, prance). (I)"
35,1.F.H.2.b,Build handwriting fluency by forming accurate letters and words with increasing speed.
36,1.L.GC.2.b,Use a variety of simple sentences (including a variety of sentence types) to develop clarity in written texts. (C)
37,1.F.F.1.a,"Increase sight word vocabulary using decoding skills by reading grade-appropriate regularly and irregularly spelled words, including high-frequency words, in isolation and context with increasing automaticity."
